Gene,Importance
UBE2V1,0.0011333802067497723
FLJ45340,0.0011321637426900586
XLOC_001877,0.0011302426828742617
EPB41L4B,0.001129492939666239
ITGB1BP1,0.0011266666666666667
TYW1,0.0011244527829893686
XLOC_003221,0.0011244527829893686
SPATA13,0.0011244527829893684
OPA1,0.0011237518130926267
FANCM,0.0011231183118680067
TMEM95,0.0011228070175438598
ANXA7,0.001118209118209118
XLOC_l2_010568,0.0011176470588235294
CCT6B,0.001116161616161616
PRKRIP1,0.0011151181529001207
SGCB,0.0011130702895408777
NFASC,0.0011120687701165056
XLOC_002643,0.0011111111111111111
PEX7,0.001111111111111111
ATP5G3,0.0011093757602296504
SLC6A7,0.0011093757602296504
RGL2,0.0011048593350383629
CHD5,0.0011045885462758914
SLC5A11,0.001104575163398693
IFT52,0.001100823311349627
DGCR9,0.0011006374219822055
COPS4,0.0010973565441650549
LOC100506731,0.0010970408340951637
YTHDC2,0.0010970408340951637
MSH2,0.0010957037037037036
MPPED2,0.0010946628226120685
LOC100653017,0.0010942928039702233
KCNE4,0.001094292803970223
LOC100506795,0.00108656330749354
METTL10,0.0010862575349888247
PHF2,0.0010856633771929825
SLC9A7,0.0010855060274740677
DDB1,0.0010838762916138864
NDUFAF1,0.0010808823529411765
TMC8,0.001078341013824885
CHRM1,0.0010773818275920883
XLOC_l2_000804,0.0010773818275920883
XLOC_002945,0.0010744195643453173
NBPF11,0.0010711698432286669
C22orf40,0.0010701507024265646
SRSF10,0.0010683318977892623
PPAPDC2,0.0010666666666666667
LOC100189589,0.0010666666666666665
SCRN3,0.0010597512593636623
ZNF449,0.0010575275397796816
FZD9,0.0010575275397796816
LOC100505487,0.001051303616484441
PPIH,0.0010362953692115142
MEIS3,0.0010244136870434448
XLOC_004292,0.001024242424242424
ELP2,0.001023751023751024
XLOC_002771,0.001023751023751024
EPHB4,0.0010237510237510238
RTN4R,0.0010217578259373924
HLA-DMA,0.0010217578259373924
C21orf2,0.001020408163265306
GAS2L1,0.0010200109649122807
PARP8,0.001018418373257083
PART1,0.0010183314151653313
POLR2H,0.001015834015834016
SRRM4,0.0010143752164127422
MARCH5,0.0010137061403508773
COLQ,0.0010125736562345716
STYXL1,0.0010125736562345714
PUS7,0.0010069930069930072
FAM57B,0.001006993006993007
FBXO3,0.0010062111801242232
DUSP6,0.0010023161917898764
NECAB1,0.0010005809731299926
SPTLC2,0.0009998207010102139
FCGR2A,0.0009931408279600037
XLOC_l2_015628,0.0009927773623425798
ZFR2,0.0009908934106716099
DNTTIP1,0.00098989898989899
CAMK2N1,0.0009855072463768114
RBMY2FP,0.0009818181818181818
KCNIP3,0.0009818181818181818
ARHGAP5,0.0009801864801864803
MEX3A,0.0009795918367346938
CARD6,0.0009746113777121529
COPS7A,0.000972729779181392
ZC3H12C,0.0009674576038212401
Q20ZE8,0.0009640338012431035
SNORD63,0.0009627359077074447
BAIAP2L2,0.0009627359077074447
CARS2,0.0009605825177412304
C18orf21,0.0009561607261490602
TIPIN,0.0009555357234513613
GNPDA2,0.0009509735246169356
GLB1L3,0.0009494252046846716
XLOC_l2_015849,0.0009463926596279539
LOC283033,0.0009445714872659842
TOP2B,0.0009411764705882353
C9orf140,0.0009376783480060626
XLOC_000443,0.0009365449334774351
TTLL6,0.0009356725146198828
APEX1,0.0009344721515774148
FREM3,0.0009306698002350178
XLOC_l2_012875,0.0009260855481249415
XLOC_l2_012319,0.0009242795309106989
OR1J1,0.0009187482055699108
ADAL,0.0009166666666666665
WIF1,0.0009161220043572985
XLOC_014280,0.0009161220043572983
FPR3,0.0009121520646068446
PNKP,0.0009112833763996557
NNMT,0.0009069616135328565
LDB3,0.000896969696969697
XLOC_l2_003021,0.0008923127572016461
FARSB,0.0008919460118128268
JTB,0.0008848039215686273
KLF17,0.0008848039215686272
WHSC1,0.000876939757247716
SNORD114-2,0.0008729154686601497
SSR4P1,0.0008714596949891068
FAM103A1,0.0008714596949891068
XLOC_012099,0.0008687258687258688
GMPR2,0.0008642984606123151
XLOC_010682,0.00084864080094553
FILIP1L,0.000835412953060012
XLOC_013803,0.0008346883468834689
CETN4P,0.0008275422307975616
IL36B,0.0008160984259023474
KDM5B,0.000815975320712616
PCDH19,0.0008159111933395001
ZNF703,0.0008156028368794326
CLEC18B,0.0008111647671999451
HLA-DRB3,0.0008108108108108108
PRKRIR,0.0008088235294117649
ANAPC13,0.0008088235294117649
LOC387647,0.0008021460336307216
SEC31B,0.0007934901290297089
POLR3F,0.0007848484848484849
LOC202781,0.0007798839458413926
TXLNG2P,0.0007744692583402259
TSPY3,0.0007729852691093003
TTK,0.0007686619588124375
NDST1,0.0007665004223142823
FAM167B,0.0007633677298311443
HOMER3,0.0007609487845168165
RWDD1,0.0007466656013435247
SLC1A7,0.0007441860465116279
DOK5,0.0007370027723265738
LOC390660,0.0007313569283009012
PI4KAP2,0.0007282913165266106
SPINK2,0.0007205220108445913
RP9P,0.0007147410993564838
DEFA9P,0.000711111111111111
PLK1S1,0.000711111111111111
HLA-DQA2,0.000710001784005579
LOC100507594,0.0007074831117384309
RECQL5,0.0007029527279945553
IPO9,0.0007026923076923076
OR7E91P,0.0007019525505061523
PLK2,0.0007000370456749978
LOC399815,0.0006940967876512306
UBAP1,0.0006887755102040815
XLOC_013720,0.0006883670464233126
STEAP3,0.0006837209302325583
OTUD6B,0.000683654265873517
METTL7B,0.000682550249820116
LOC400752,0.0006755628177196805
USO1,0.0006726726726726727
LOC728715,0.0006678718457564611
LOC100506175,0.0006669070783903317
HLTF,0.0006639566395663953
MORN5,0.0006639387490960677
VSIG4,0.0006634146341463414
C16orf57,0.0006627826404472098
C8orf38,0.0006626262626262627
HNRNPF,0.0006615662078785002
LSM1,0.0006612685560053981
LOC100506532,0.0006602724934099786
XLOC_001874,0.0006595365418894829
XLOC_010868,0.0006585606585606586
MYOM2,0.0006583072100313479
APOL2,0.0006578947368421054
NRXN2,0.0006544936544936544
REPIN1,0.000650464934341435
DPYSL5,0.0006485294117647059
C8orf44,0.0006311506954752872
XLOC_002725,0.0006278278278278278
SLC35A5,0.000627011516538059
SIDT2,0.0006266829865361078
XLOC_l2_011265,0.0006259979987727667
LOC100129072,0.0006251993620414672
CDKN2AIPNL,0.0006219979441173722
FMR1NB,0.0006215812001899048
ZSCAN5B,0.0006194201949719777
RANGRF,0.0006187537537537537
TOMM22,0.0006187537537537537
BRD4,0.0006177785633760107
ACRC,0.00061759029500965
TTTY14,0.0006167832167832168
C7orf63,0.0006124793081314821
CCDC82,0.0006108378359388967
XLOC_010805,0.0006104697771364437
SLC39A9,0.0006095976216297069
LOC100506136,0.0006087168712307756
IRF3,0.0006076565656565658
C5,0.0006057692307692307
XLOC_008388,0.0006045454545454545
SNORD116-11,0.0006044657711324377
XLOC_011872,0.0006039376432496827
ZNF131,0.000595592403628118
C18orf8,0.0005948562415311653
XLOC_004168,0.0005947601659639425
ZNF439,0.0005940842541338821
CYR61,0.0005920108736691082
XLOC_013589,0.0005909515321280026
LOC100508202,0.0005901320901320902
KIF5A,0.000589080459770115
XLOC_002701,0.0005865914107130621
LOC100132006,0.000586228287841191
GJB6,0.00058417414861289
LOC643923,0.000583479203134117
XLOC_004952,0.0005833333333333334
XLOC_008110,0.0005831711395089328
CPZ,0.0005831128747795414
GOLGA6C,0.0005831128747795413
XLOC_l2_011114,0.0005817174515235458
XLOC_006976,0.0005817174515235458
FCER1G,0.0005802197802197801
XLOC_013795,0.0005802197802197801
SLC16A11,0.00058
SGCG,0.0005793353161774215
MGMT,0.0005779153766769867
NAP1L2,0.0005756578947368422
NCF1,0.000574829931972789
C17orf47,0.0005741210446167174
FASTKD5,0.0005721792439059992
GPATCH2,0.0005720010487866615
XLOC_l2_003757,0.0005712776152666062
XLOC_l2_015037,0.0005685230685230687
C11orf24,0.0005685230685230687
DOLK,0.0005682913339872338
CTSO,0.0005632883862548936
LOC100506661,0.000562130223481741
PMM2,0.0005616357798585199
USP43,0.0005611672278338945
IVNS1ABP,0.0005599451482303775
SLC9A5,0.0005582137161084531
C5orf28,0.0005577342047930283
EIF4G3,0.0005573755573755573
ZBBX,0.0005567217797783935
TNFAIP2,0.0005561461794019934
ZNF200,0.0005559095075224106
