GeneSymbol,logFC,P.Value,adj.P.Val
NRN1,-0.3406287785359832,1.877512148432024e-82,3.128686244147125e-78
NEUROD6,-0.5050625779321759,4.3543946950762023e-82,3.628081659937492e-78
PPEF1,-0.6360333466292583,2.678691067659211e-79,1.4879235983824364e-75
SVOP,-0.384523837797292,9.946951301309737e-78,4.143899912125636e-74
GNRH1,0.19624703905190055,2.832906300446127e-77,9.441510118126852e-74
ANKRD39,-0.2811098877811876,1.517285301864766e-76,4.2140070450457427e-73
C5orf13,-0.27257515215505446,2.3742234862595096e-76,5.652008596432638e-73
TMEM118,-0.25287639054236694,4.120842088732268e-76,8.583714070829315e-73
CDKN2D,-0.20137155300474913,6.989413613356377e-75,1.294128760588563e-71
ATPIF1,-0.23622244558601294,1.6860705813041574e-74,2.809668016685248e-71
BDNF,-0.4509849600459831,2.3448048035052315e-74,3.55216611323738e-71
VGF,-0.5473004206670022,5.827633153063369e-74,8.092639905220664e-71
HSPB3,-0.4027332836966509,6.663722658573997e-74,8.541867260190546e-71
TBC1D2B,0.1664460574936819,7.75962244586049e-74,9.236167745558514e-71
FRMPD2,-0.4883620973107561,1.372963153579823e-73,1.525270532750278e-70
ITPKB,0.4031404542079762,2.136239008712778e-73,2.2248929275743584e-70
CA10,-0.4341734282110951,4.1068944636259643e-73,4.025722902462533e-70
PLCE1,0.21026985290610228,1.678966824849521e-72,1.484646899942235e-69
LANCL2,-0.1797178404578981,1.6927683088635663e-72,1.484646899942235e-69
PNRC1,0.21344959964689542,2.4276409793741724e-72,2.0227104640145604e-69
CAMK4,-0.4831900831862749,2.9450641677058385e-72,2.336978537650005e-69
NFKBIA,0.36036993773710085,3.5911762257731684e-72,2.7201527557401853e-69
TCEAL5,-0.22464116616024243,6.850904654229582e-72,4.963629354699207e-69
CRH,-0.8959874224859256,7.623503838010174e-72,5.293252831525064e-69
LOC401097,-0.39096200051935487,1.0253892352868527e-71,6.834834486728046e-69
MAL2,-0.36173691819640436,1.3442296190515533e-71,8.615477835336571e-69
UBE2V1,-0.13004605843256833,2.6612936805274504e-71,1.6425110330484976e-68
CBLN4,-0.47414915039692823,2.962020039247058e-71,1.762825069071892e-68
RUFY1,0.11928028201301746,7.534396104126288e-71,4.3294198854882925e-68
AFF1,0.21573333839683578,9.860081561654238e-71,5.47694663811354e-68
PPP1R7,-0.14045504617332527,2.1523549934722395e-70,1.1569949552006902e-67
CARD6,0.23853638007117323,2.5259157698389477e-70,1.315370637143632e-67
GLT25D1,0.1789945774229854,2.6550658333650165e-70,1.3407277893089284e-67
CHCHD6,-0.24345505380717072,3.608974801067885e-70,1.7688222377939774e-67
BEX5,-0.40613232119317855,3.8559260609047726e-70,1.8358614822547755e-67
SCG3,-0.3018977113084857,9.172940779490764e-70,4.246052365262058e-67
VWC2,-0.37927558084681123,9.800759127535587e-70,4.414050002736568e-67
PAK1,-0.4840091408425313,1.3728184883898192e-69,6.020170339612617e-67
IMP4,-0.1333194408674666,2.630650957318127e-69,1.1240299372499812e-66
PCP4L1,-0.3265841188319704,3.311629392426966e-69,1.379624804885074e-66
ACP1,-0.20750623262804394,3.941680564776166e-69,1.6020528032056104e-66
MOV10L1,0.25902907604668174,5.872983520670547e-69,2.330176128296524e-66
ANTXR2,0.1655891813715677,6.583685564542616e-69,2.5203206573675704e-66
NAP1L5,-0.38246264769979454,6.654711289256668e-69,2.5203206573675704e-66
TMEM169,-0.24087124787664274,1.3355251927377843e-68,4.945598180396097e-66
WSB2,-0.234366415958348,1.786945107439088e-68,6.473402884861949e-66
SCG2,-0.42865515298276147,2.2409814882176143e-68,7.945471387161345e-66
CDK5R2,-0.3341586675394905,2.6870180892084263e-68,9.328431133035253e-66
FBXO16,-0.31894390940684614,3.130096233334248e-68,1.0644882373935082e-65
MICA,0.2671145549749579,3.254833489493112e-68,1.0847709053782644e-65
MXI1,0.19666560755216458,3.414012157774606e-68,1.1155117371991378e-65
ATP5G1,-0.16834050906811177,3.4983529935373547e-68,1.1210875823905092e-65
TMEM189-UBE2V1,-0.12902287052964043,4.7798408693324885e-68,1.5028541178595583e-65
GAD1,-0.30454546569470825,6.352758282069273e-68,1.9604141483778217e-65
FANCC,0.2191129439323197,6.76646298789284e-68,2.0135060576829694e-65
C1orf165,-0.23462723495634888,6.6765509127762396e-68,2.0135060576829694e-65
GEM,0.4348909888612205,7.404759619694564e-68,2.164787970220881e-65
PPP2R2B,-0.1807821010237662,8.581941275204374e-68,2.4656805070690635e-65
SLC30A3,-0.2517400292935484,8.998929775651298e-68,2.541663826804292e-65
GPR120,-0.27936878170230556,9.681389189639994e-68,2.6888444909360143e-65
RAF1,0.10660369479879596,1.123054654950996e-67,3.0679643885415403e-65
ZFP36L1,0.34129818155776,1.5447460993956605e-67,4.151878871020853e-65
C10orf104,0.15222373460114036,1.7412263634676423e-67,4.6056819239404425e-65
CCDC113,-0.20430896320784261,3.35771940391832e-67,8.742661897952326e-65
LOC284214,-0.34887931122703925,5.128129213831823e-67,1.3146945418352846e-64
VKORC1L1,-0.21297103989708613,6.325055133506384e-67,1.5969805870416724e-64
C20orf141,0.1899866213455301,8.150716814849094e-67,2.027217089591721e-64
CAPS,0.2623175827024574,8.798410432868169e-67,2.1561281096075758e-64
GPRASP1,-0.32219638481914936,2.42525780042917e-66,5.857173331355316e-64
CAP2,-0.4056593802286008,2.703906174579467e-66,6.436841784741749e-64
RGS4,-0.4640342148085679,2.907368093551052e-66,6.823715762103484e-64
LRTM2,-0.2957690188419211,5.010768425845589e-66,1.1597145145595958e-63
BRE,-0.15632857463860694,5.215192006980233e-66,1.1904925973194329e-63
FGF13,-0.2333830562516049,7.422711212855024e-66,1.6715143196083258e-63
BEX4,-0.20085495608625437,9.071781674284434e-66,2.0156289309370105e-63
EMP3,0.30487235838635707,9.539661531920142e-66,2.091696312735753e-63
ATF7IP2,-0.19864421644316416,9.893026363079058e-66,2.1410050820045382e-63
TRABD,0.1800119671543055,1.0079724325958592e-65,2.1534426431765896e-63
HPRT1,-0.33259961463670845,1.1590904462775964e-65,2.4449472400974516e-63
TXN,-0.16913688452206904,1.1905769609546792e-65,2.4799718096685967e-63
RHOQ,0.15738280224145407,1.4653324792251936e-65,3.0146049918282255e-63
ACTR3B,-0.31804531613784875,3.892496005370934e-65,7.91031139432942e-63
NUPR1,0.4712473774890035,5.47975837899431e-65,1.1001770316573637e-62
RABEPK,-0.11540996083418738,7.186833850535489e-65,1.4257309438728975e-62
C18orf33,-0.2593091649780974,8.076482545357633e-65,1.5833706486569365e-62
RBP4,-0.32853636221073157,9.720476065437766e-65,1.883511780865755e-62
SEH1L,-0.2068639715667352,1.015054878474319e-64,1.9442384476892012e-62
CAPN2,0.14948302852866652,1.031597733772929e-64,1.953470981317283e-62
OLFM3,-0.4390667757244504,1.095924507653461e-64,2.0519647185996937e-62
SLC10A4,-0.35654337378072737,1.128175644952654e-64,2.0888798830545584e-62
SLC32A1,-0.5140978702075611,1.1471480362433284e-64,2.100667568786684e-62
PRMT8,-0.31105170392069037,1.2103605357881483e-64,2.192331300910185e-62
NOVA1,-0.1543726100640066,1.2814618716109814e-64,2.296159207368322e-62
HOPX,-0.25333607196289293,1.2958025811497045e-64,2.297154703433902e-62
DOK1,0.22039074987258475,1.3665098222505629e-64,2.3970020713666716e-62
LOC348801,-0.2476787023534354,2.2176291004433385e-64,3.8494345135195617e-62
TCEB1,-0.18032987801617012,2.2804043969713542e-64,3.917593698054705e-62
TMEM24,-0.15197944457925416,2.609967518087022e-64,4.438010073612463e-62
TRIM9,-0.16028279260191228,2.833359326310391e-64,4.7692020013774095e-62
C14orf122,-0.1515891695053832,3.391990459330825e-64,5.6524129014288876e-62
RUNDC1,-0.19253807246655025,4.159248536610863e-64,6.862348278622122e-62
PGCP,0.2139424132964218,4.816425247345848e-64,7.868716698212864e-62
LOC730034,-0.2899201190581056,6.077004650187432e-64,9.8317675233712e-62
NFATC2,0.13449107631296897,6.647475222011167e-64,1.0651300682653277e-61
TSSC1,-0.14046237711151632,6.923266462291758e-64,1.0987553555012367e-61
C1orf132,0.10135442248189151,8.279357107409017e-64,1.3015774229987157e-61
ATOH8,0.3921284645780152,8.955830352274147e-64,1.39476595318034e-61
VIP,-0.5899392206350935,9.232574680854369e-64,1.404733433267188e-61
PCSK1,-0.28644963943640056,9.183902100974307e-64,1.404733433267188e-61
DDA1,-0.18560792815465993,9.272724295450713e-64,1.404733433267188e-61
METTL7B,0.27534955478165196,1.829886835046902e-63,2.7471382179478894e-61
EGR3,-0.3469790173431683,1.8846872820435084e-63,2.8041454346404483e-61
TASP1,-0.2742895020403123,2.0584669136246815e-63,3.0356011193488226e-61
SOBP,-0.22141529047926853,2.1336361844664048e-63,3.1188520506972076e-61
MOBKL2C,0.18663734442660776,4.0595206826630547e-63,5.8824219700780125e-61
ST6GAL2,-0.13560696857416787,5.0038513353892e-63,7.188291263183243e-61
SLCO4A1,0.5625746955652455,6.082457154602779e-63,8.663082566179549e-61
CHGB,-0.5314559234583317,7.608765452026604e-63,1.074512436377723e-60
NRXN3,-0.2557501736504554,8.02546119999572e-63,1.1238343314010813e-60
HMP19,-0.1722392586873875,8.248616269336603e-63,1.1454578459352095e-60
TAC1,-0.5385481035252585,9.83927018847995e-63,1.3550545324035528e-60
PRKD3,0.2338432358448716,1.005456145719022e-62,1.3733541977263758e-60
GMPR,0.16483170033366654,1.1500316071632668e-62,1.558059081444608e-60
DLX1,-0.33700229742050547,1.2068532528074075e-62,1.6218550487727934e-60
MECR,-0.20473304476389562,1.3465719817174402e-62,1.7951420402671537e-60
ASXL1,0.08926887672806266,1.5195333380375246e-62,2.009643138496612e-60
SLN,-0.5431064375684199,1.5710247092177227e-62,2.0613823428664668e-60
HRBL,0.16037608984772345,1.6230401387365886e-62,2.1129953806176963e-60
TMEM43,0.14140453551938564,1.6882770883180187e-62,2.1808875503667803e-60
BCL6,0.3049415497411805,1.708313777954719e-62,2.189795445833649e-60
IGF1,-0.36997882553608386,1.7535052170829573e-62,2.2305657204175877e-60
ATP2A2,-0.25641680835213276,1.9764738488639642e-62,2.4951485013234164e-60
COPS7A,-0.18911618095146066,2.0623154816480916e-62,2.58394174332209e-60
MDP-1,-0.20194388819088968,2.1439623012034987e-62,2.6661931184518733e-60
LOC338758,-0.20824536838169713,2.3555069013711478e-62,2.898175936649859e-60
OCIAD1,-0.12724096250678035,2.3652900107079986e-62,2.898175936649859e-60
GRIK1,-0.26225906183000003,2.79482533550306e-62,3.399486816848393e-60
FNDC5,-0.23212748964675572,2.9214576062864795e-62,3.527765909504195e-60
SSTR1,-0.18653003312488495,3.0507850013349967e-62,3.657430306636431e-60
BCAT2,0.16625942174929115,3.10905968240711e-62,3.7006693248308635e-60
TMEM14B,-0.18291366996576536,3.150944856275098e-62,3.7239251833310804e-60
ATP6V1E1,-0.1862467286711773,3.359861853328085e-62,3.925175679355188e-60
MMEL1,0.17791217450166424,3.3683396672335085e-62,3.925175679355188e-60
C6orf105,-0.3779607658166016,4.23598601181424e-62,4.9019771458939234e-60
TNFRSF10D,0.36082249919632614,4.305568632918636e-62,4.9481376344107693e-60
TMEM158,-0.21610062637090607,5.111747751797748e-62,5.834394831229978e-60
RASL10A,-0.26337708934059195,7.935286771393959e-62,8.995484269286321e-60
EBNA1BP2,-0.10319777598890312,8.967437748204667e-62,1.0096850178113686e-59
CCDC46,0.13675594361968152,1.0822544476043459e-61,1.2103817526764307e-59
SGIP1,-0.2305497920568112,1.4494495735491382e-61,1.6102418462415225e-59
SLC25A3,-0.16711044389707008,1.5116178050953967e-61,1.6572104673756374e-59
CD302,0.24254258765524964,1.5060290366059101e-61,1.6572104673756374e-59
KHDRBS2,-0.38702925179048697,2.0846539728688233e-61,2.269502548939319e-59
KCNF1,-0.19872120998586396,2.097355932169078e-61,2.269502548939319e-59
LOC389073,-0.34302522158891924,2.2670400494694797e-61,2.4372874441522204e-59
LCA5,0.19037663558890486,3.381138591920802e-61,3.611749583062067e-59
OLFM1,-0.2901626581442459,3.565992452765089e-61,3.7849489320304107e-59
IQGAP1,0.24770685903608772,3.6613866126639824e-61,3.8616042097109244e-59
NRIP3,-0.2709055792183892,3.897227721705397e-61,4.08449073927665e-59
ATP5L,-0.1779758573261393,4.109286536196237e-61,4.279821927448381e-59
GABRD,-0.2865707435064311,5.449404927546559e-61,5.640303336188563e-59
NGFRAP1,-0.18852153302080113,5.6752841157130626e-61,5.837835463224844e-59
LRRC20,-0.16094633307608996,5.976193304810914e-61,6.109649400697489e-59
CASC3,0.16473890831140497,6.0418281310523486e-61,6.139086827796118e-59
RAB6A,-0.1592383289252585,6.373944625898631e-61,6.43729777248332e-59
KIF9,-0.11815822226443086,6.974967876597904e-61,7.001859319013703e-59
C6orf154,-0.2587548500695007,7.725620993415825e-61,7.708966960136605e-59
LOC389023,-0.2746604975778837,8.766520837257392e-61,8.695553763812927e-59
ANKRD56,-0.4180046625072324,9.144697685250868e-61,9.016996581480502e-59
hCG_38480///KCTD1,-0.28030100442026096,9.489312742733885e-61,9.301759267348086e-59
ZSCAN22,0.14275385605775837,9.909793086654329e-61,9.65712233894782e-59
ADD2,-0.2458999833326094,1.145996403683169e-60,1.110283957614903e-58
ATRNL1,-0.3013567892341894,1.2305482785833823e-60,1.1853096251048255e-58
CHML,-0.2640087544635299,1.3385753094483055e-60,1.281955112450952e-58
FAM89A,0.2860545744578385,1.4664941181710897e-60,1.3964375991544594e-58
GALNT11,-0.1633081144955188,1.483827082802858e-60,1.4049144606719787e-58
C21orf62,0.2938360506292634,1.5964457135438263e-60,1.5030040322313176e-58
MTMR11,0.14445344857327305,1.6354669092248207e-60,1.5310910435574388e-58
DPP6,-0.20419093059281818,1.6987179482607568e-60,1.5814209994311312e-58
HABP4,-0.18511753279080956,1.720208000080251e-60,1.5925303396298502e-58
DTX4,-0.1779203457356811,1.8247885817638133e-60,1.680015299807303e-58
NMS,-0.4690528365592562,1.8507502928466677e-60,1.6945551032965313e-58
ATP9A,-0.1626920097153688,1.904569779798974e-60,1.734303322981973e-58
FLJ36032,-0.3190855680877953,1.932109140435696e-60,1.7498188432728502e-58
KIAA0323,0.18447411644012593,2.045488614133812e-60,1.8424876900500457e-58
GAD2,-0.4018624493573146,2.1502304775386315e-60,1.92642154181203e-58
PHF10,0.1776324803600637,2.533170140328542e-60,2.257366161413627e-58
SCN3B,-0.45146054211391,2.587378979372191e-60,2.2934086868222443e-58
CALCOCO2,0.1840874865957965,2.806455720699519e-60,2.4744327052770785e-58
GABARAPL1,-0.2019215777421615,2.855344790098556e-60,2.5042876622211757e-58
TCEAL7,-0.23096304136523935,2.951503825714352e-60,2.575071191188689e-58
ATP5C1,-0.17953746764226014,3.031146104966999e-60,2.630782223602608e-58
TRUB2,-0.15113537021845286,3.764377279402053e-60,3.250237460308591e-58
ARPP-19,-0.4561883032060407,4.0766917270798706e-60,3.5017521103123175e-58
ADCYAP1,-0.49593164085274294,4.1890968476977524e-60,3.579851788206941e-58
RAB6C,-0.17240157372020135,4.2247451436655286e-60,3.591895565002161e-58
PMS2L4,-0.1418548909589254,4.4326372289509703e-60,3.7495160803674604e-58
SASH1,0.22943793327444523,4.775126697905901e-60,4.018823802722421e-58
ARF5,-0.14074776821946025,4.8254038994920637e-60,4.04073017995657e-58
C4A,0.5614490835517361,4.9326385785540846e-60,4.109874463651263e-58
C10orf35,-0.23846657753053213,5.402697518203315e-60,4.479131912603982e-58
PSMG1,-0.16460197684646802,5.441959288995137e-60,4.4893470094957905e-58
NIPSNAP1,-0.24582422393986028,5.995460458179464e-60,4.921593747542e-58
SCOC,-0.17427486859404148,6.596507851384403e-60,5.388441511542632e-58
ANKRD25,0.29992617976058045,6.814358699917397e-60,5.539242603679195e-58
C1orf95,-0.25629065810700846,7.035841660288405e-60,5.6915177391769896e-58
MRPL30,-0.11479233313780357,7.186884327874297e-60,5.785615480178612e-58
SIPA1,0.2429568168385453,7.265888948041072e-60,5.821094876449828e-58
KLF15,0.40152512251010886,7.40953647264499e-60,5.907775874648617e-58
RIMBP2,-0.27508077436977196,7.751358779981545e-60,6.1217366213086475e-58
PRELP,0.3969621404702691,7.750361446868333e-60,6.1217366213086475e-58
NECAP1,-0.2721887642740497,7.94943980924899e-60,6.248559668930433e-58
BEX1,-0.31687881343204605,8.141326398339023e-60,6.36934568553622e-58
TIMM23,-0.14894898379160162,9.489633920330145e-60,7.389498114410353e-58
LPPR4,-0.33149202637096775,1.1169156533837817e-59,8.656875557203414e-58
PTPRN2,-0.24344498516161905,1.268700178603581e-59,9.78778693344911e-58
BHLHB4,0.23399126296325046,1.304253284446627e-59,1.0015703563142209e-57
KRT5,-0.38499255275522914,1.3808393531627395e-59,1.0523089442142499e-57
C1orf78,0.3000489346005547,1.3829552255336096e-59,1.0523089442142499e-57
LOC647509,-0.3076874689282905,1.522408690017877e-59,1.153155382293541e-57
ZCCHC17,-0.1299981789557284,1.5480146329760226e-59,1.1672450608105176e-57
RGL2,0.16581600802931992,1.5833319692010884e-59,1.1884974745390512e-57
C4B,0.5433400870488442,1.6056980556363245e-59,1.1998812735033054e-57
NRSN1,-0.36284664997310456,1.7137458638962812e-59,1.2749045123199836e-57
MRPS18A,-0.10739425536212246,1.951065034474204e-59,1.4448239359276026e-57
TCEAL8,-0.08085246986401891,1.959494776282034e-59,1.4448239359276026e-57
SCG5,-0.33957514118839327,2.183021972509724e-59,1.6025496982335704e-57
RELA,0.2228550427159634,2.214185878635648e-59,1.618297959718616e-57
PCYOX1L,-0.26264179662374976,2.538878543758189e-59,1.84750532983347e-57
VSIG4,0.4233793360180871,2.813353044067465e-59,2.0383354402756625e-57
THOC7,-0.16362761712220175,3.2395076402631377e-59,2.3369331306209927e-57
POP4,-0.1260381301006472,3.7567803967284075e-59,2.698404678063887e-57
DUX4,0.16842008578861722,3.9129628717099137e-59,2.7985241757156225e-57
ATCAY,-0.3233423454476474,4.058416390561812e-59,2.890147467193249e-57
C13orf1,-0.2000185884814054,5.2299109486979515e-59,3.708563236132028e-57
ATP8A2,-0.3358450941210438,5.256066722681723e-59,3.71131762147323e-57
ZNF558,0.14469511488855558,6.746354201961175e-59,4.743512507235486e-57
ATP5J,-0.15230170022695708,6.916091598155851e-59,4.84242648704492e-57
LOC339524,-0.20304635466909182,7.241763858635441e-59,5.049236524698786e-57
TSR2,-0.08767379527316889,7.496050978047436e-59,5.20475806242427e-57
FAM49A,-0.1835869421166797,7.579671349275404e-59,5.240981052461632e-57
SST,-0.6040149211607766,7.744637437304037e-59,5.332918936166714e-57
HSD11B2,0.3782527198215492,7.902721718814416e-59,5.419380852770512e-57
NDUFA7,-0.12971457818294638,8.04606227639899e-59,5.495064826799704e-57
KHDRBS1,-0.1505201125886994,8.260580870144321e-59,5.618543657962652e-57
CENTD2,0.16241099383891516,8.397611308638317e-59,5.688528245819062e-57
ARHGEF6,0.1569093901759544,8.584108081938282e-59,5.791318910016985e-57
C1orf162,0.38141794219810976,9.153767719357879e-59,6.150741341749181e-57
TUBB2A,-0.31021593133689424,9.209385200425297e-59,6.163260842565748e-57
CIDEC,-0.13806604167181427,1.0551842773875289e-58,7.033436319354312e-57
ZBTB1,0.17048844818088144,1.2539757955711335e-58,8.325200261911302e-57
GOLT1A,-0.19877590929409494,1.2693627590180876e-58,8.393913101697386e-57
FLJ11506,-0.16299682842488186,1.3195105387105737e-58,8.691037002795652e-57
C6orf142,-0.2716713851298603,1.3513045034733336e-58,8.865408758220327e-57
LOC116236,0.17364686943317648,1.38378299724198e-58,9.042886221976611e-57
SLC26A6,0.21542146916632426,1.4084942984793058e-58,9.168417574163732e-57
SLFN11,0.23312595036302197,1.4188659194668274e-58,9.199992872371678e-57
RAB7L1,0.17004385846160058,1.6944583040442873e-58,1.0944361697129458e-56
SERPINI1,-0.376436974438646,1.7157085500678035e-58,1.103882906499223e-56
EFNA4,0.2201641319328149,1.7585473853070786e-58,1.1270936011060446e-56
NDUFB5,-0.1312096276478839,2.1403873338667446e-58,1.366567606573005e-56
STX2,0.09703997427863159,2.1844876609768694e-58,1.389400854294601e-56
TM7SF2,-0.19758727229989725,2.3671032317949607e-58,1.4998254089213396e-56
S100A4,0.42028861208547974,2.64655213928674e-58,1.6705357897376605e-56
CACNG1,-0.171991069689022,3.257450197209926e-58,2.048383022124763e-56
BFSP1,-0.1467390492771502,3.340204972919227e-58,2.0925254010799245e-56
NETO2,-0.321286914596918,3.377508181989477e-58,2.1079699005495374e-56
TECTA,-0.17292600005521472,3.4561080101925716e-58,2.1489770105167543e-56
hCG_2045614,-0.17053115738856586,3.799051458911935e-58,2.3534347030226205e-56
MRTO4,-0.13657866890515719,4.028239047359342e-58,2.486169462414669e-56
TLN2,-0.15802161676291143,4.05003407288851e-58,2.490397335447016e-56
MGC2889,-0.2980412586086809,5.233447595583665e-58,3.2062562769414037e-56
DBI,0.19670432817524758,5.468820594358223e-58,3.338184116644155e-56
CLEC2B,0.38685749464436003,5.538190610191267e-58,3.3681900849717977e-56
MAPK9,-0.2287168961880522,5.780134426819167e-58,3.502551275945985e-56
CCDC115,-0.12984529965511732,6.060720994590261e-58,3.6592700961540616e-56
LAGE3,-0.11565065056837272,6.43429310267201e-58,3.870796399383624e-56
NDUFC2,-0.1781412795153277,6.797497540495856e-58,4.0745862954972285e-56
CDH13,-0.3395440678605774,7.18818536348507e-58,4.293330498104488e-56
HAP1,0.2016173616801315,7.5005877648025e-58,4.4639212325953165e-56
BOLA3,-0.1280801420874561,7.741404036999601e-58,4.590845440304674e-56
SCN8A,-0.2737157695197658,8.357085751689126e-58,4.938385708019419e-56
MS4A6A,0.3444588963552219,8.921195440738228e-58,5.25310250263116e-56
ZCCHC6,0.1169366818979248,9.321647765636574e-58,5.46957529459746e-56
PCDH8,-0.4358297392090816,9.547787473854055e-58,5.582608086466806e-56
TUSC2,-0.13592696397734538,9.962390458542879e-58,5.804659951089459e-56
GSTA4,-0.14934969075768442,1.0061432727576185e-57,5.841941288234478e-56
BTG1,0.19616191413657694,1.0282065519506364e-57,5.949317354758821e-56
EIF4H,-0.09872545419295871,1.035256513130066e-57,5.969382191972117e-56
SLC16A14,-0.23799034765630572,1.0705328480238224e-57,6.151503234299647e-56
OSBPL11,0.21884064217198332,1.1049194631668195e-57,6.327277640622638e-56
ATP2B2,-0.2650718101153092,1.1571998407653822e-57,6.6039651186692905e-56
CYP20A1,-0.24190656040932812,1.1815372260624535e-57,6.7198417525954695e-56
RP5-1022P6.2,-0.25655283631290315,1.2098571385009213e-57,6.857503182305902e-56
MAP3K3,0.13008448056145266,1.2526308165827846e-57,7.075877941537466e-56
ITGA2B,0.11709873857081776,1.299479821047927e-57,7.315720181737384e-56
SAFB2,0.1788154216052373,1.3539829312717107e-57,7.596892783404643e-56
HDAC9,-0.13362127465258938,1.4243196134615282e-57,7.964718804940572e-56
PPAP2A,0.12623530569273886,1.5694051297553706e-57,8.74667795392759e-56
NXPH1,-0.29371782050311174,1.6375434464527937e-57,9.096007997229784e-56
FLJ10357,0.19382975875829794,1.6809346226690308e-57,9.306011479121837e-56
BCAS2,-0.22183332231200123,1.7408924678750722e-57,9.606037114129205e-56
MANBAL,-0.10295876922965069,1.7611528409727873e-57,9.685759386788954e-56
GIMAP4,0.24297924947270805,1.971039583849716e-57,1.0804409087260417e-55
CNTNAP2,-0.28120615069849186,2.2709766909032826e-57,1.2407723140069607e-55
ADC,-0.15235522530152046,2.3403346939589824e-57,1.2744881483703427e-55
R3HDM1,-0.23846794644294228,2.6619604161489e-57,1.4449155822379564e-55
SYTL4,0.2839106090743643,2.710365674101781e-57,1.466413428351691e-55
C12orf43,-0.16204375234585988,2.800131982914949e-57,1.5100776492975635e-55
NME1,-0.21320262116480027,2.8904919341962516e-57,1.5537792771434304e-55
MAFF,0.4734917450855166,3.054774190107246e-57,1.6368089100947637e-55
FKBP5,0.5887546885057531,3.2069656901355873e-57,1.7128485980903664e-55
STMN1,-0.2489472970840559,3.365196732842781e-57,1.7916178388527826e-55
SSFA2,0.192491685489172,3.4192857762992663e-57,1.8146171393710503e-55
BTBD14A,0.2724828518113499,3.766416587366298e-57,1.9924941591070473e-55
CDKN2AIPNL,-0.2564377114156873,4.041082480982798e-57,2.1310315969334605e-55
HIATL1,0.09663626479765666,4.1604347089381817e-57,2.187049968130784e-55
SUB1,-0.2180610241276988,5.238136534652228e-57,2.744915321177507e-55
PCLO,-0.2806730024546332,5.602606065702534e-57,2.9267030557638563e-55
TNFRSF10B,0.30876164122090716,5.861393318062825e-57,3.0523205703812164e-55
MSTO1,-0.13631984820414425,6.721920433916754e-57,3.4895352682488724e-55
C1orf115,-0.20731747850002136,6.878001917853331e-57,3.5583254587418065e-55
LRRTM1,-0.3098630496528046,6.897138281166607e-57,3.5583254587418065e-55
MAPKAPK2,0.24054073526398195,7.14357562843157e-57,3.674090872598262e-55
GOT1,-0.35430109434907175,7.602086053917538e-57,3.897881907768673e-55
SERPINB6,0.17657999302895214,8.801010751133638e-57,4.4859200871394425e-55
RAMP1,0.1892041238511198,8.802783656352602e-57,4.4859200871394425e-55
ROBO2,-0.3079091897902404,9.215713865181803e-57,4.68203219053017e-55
OCIAD2,-0.09941689524971647,9.744590230072835e-57,4.935679379754825e-55
TSPYL5,-0.18561519569295254,1.0380026465540066e-56,5.241598818841201e-55
GPR158,-0.4384739191854181,1.05778283860443e-56,5.3253453844423624e-55
SFXN1,-0.13114256232648036,1.1043224658187438e-56,5.5429004730131165e-55
PALLD,0.15723875763836448,1.131765519890746e-56,5.663585772810628e-55
MCAT,-0.18176273844013827,1.2038147587072785e-56,6.006098544640146e-55
C16orf5,0.13936490164777893,1.269282234855608e-56,6.31382661541309e-55
PARP16,0.10075373978424963,1.2765798969563762e-56,6.331228393714599e-55
ATP5H,-0.1836562754038833,1.3206708890770773e-56,6.530462817679649e-55
ELMOD1,-0.3887521985540168,1.4870122045900058e-56,7.331234135292265e-55
MGC13379,0.1635766994764557,1.5271301008832506e-56,7.50681297968097e-55
GOLGA1,-0.11665551751884119,1.5400457079717828e-56,7.548035787541702e-55
ADH1B,0.48094188510485414,1.5860278796576222e-56,7.745890029720608e-55
CHAF1B,-0.24081062244454426,1.589710987856726e-56,7.745890029720608e-55
CLTA,-0.19333774360994554,1.7696912982158175e-56,8.597707228416437e-55
KIAA1467,-0.3279473383991987,1.8645425125156708e-56,9.032190822256145e-55
FAM131A,-0.15988928783747464,2.0023972337165978e-56,9.671868841348807e-55
PMS2L3,-0.1365172402613314,2.112462151377373e-56,1.0174008465477614e-54
CHCHD7,-0.1477231144746661,2.154278626272945e-56,1.0345504042712495e-54
TPD52L1,0.29666053908234646,2.400817483405828e-56,1.1496328317090435e-54
MDH2,-0.221276591085001,2.4205392386464954e-56,1.1557554691348194e-54
DDX25,-0.2157069504674584,2.4375633215336553e-56,1.160558719715338e-54
FLJ23861,0.1454999731296055,2.4926768304928637e-56,1.1834178547958143e-54
BZW2,-0.143523391619022,2.9197678581716852e-56,1.382244647402641e-54
PRPS1,-0.15098375314805423,3.0893849084017105e-56,1.4583997199321842e-54
C6orf145,0.25458062380049307,3.350640562039343e-56,1.5772619866051866e-54
PRPF4B,0.11577758475366756,3.9891189049280247e-56,1.8725261248372002e-54
SNAP25,-0.37605571972360546,4.170550230027672e-56,1.9521923885725034e-54
PRSS16,-0.24377603663264433,4.326934669871997e-56,2.014079311138183e-54
ANGPT2,0.4145016754282515,4.319288349329485e-56,2.014079311138183e-54
ARMC3,0.19583073893593383,4.477173167844619e-56,2.078206508884756e-54
LOC112703,-0.20217488782340454,4.65453095398947e-56,2.154530661591126e-54
CIRBP,-0.3110161061016314,4.735558933597499e-56,2.1859654866888843e-54
JAKMIP1,-0.22629365170797,4.986813389214211e-56,2.2955872463498785e-54
